Date,Temperature
2023-01-01,4.031335003630968
2023-01-02,24.8244054903926
2023-01-03,21.4082477647506
2023-01-04,13.054619890928523
2023-01-05,27.016483544638184
2023-01-06,31.266814979847986
2023-01-07,18.796602315580657
2023-01-08,33.691274350461576
2023-01-09,21.623880902753324
2023-01-10,23.805458861508914
2023-01-11,50.084974930838996
2023-01-12,23.680318739488804
2023-01-13,18.84075106177066
2023-01-14,22.794513152891234
2023-01-15,26.81929284717736
2023-01-16,23.827421884072205
2023-01-17,27.94310433188442
2023-01-18,21.98492466071443
2023-01-19,25.317978419244525
2023-01-20,23.032904072254226
2023-01-21,28.06574665833461
2023-01-22,31.394441432174013
2023-01-23,32.02847023861014
2023-01-24,20.392237969255486
2023-01-25,22.065297594650495
2023-01-26,27.795409982244344
2023-01-27,23.40318640341384
2023-01-28,26.41404292251356
2023-01-29,25.713568244628817
2023-01-30,24.854627758712493
2023-01-31,21.007887270473123
2023-02-01,36.95399324155856
2023-02-02,27.306910819191845
2023-02-03,29.0376050788052
2023-02-04,22.240240197204876
2023-02-05,22.39026254417267
2023-02-06,20.491341675258223
2023-02-07,27.225070117212656
2023-02-08,26.04018318821275
2023-02-09,22.330282118658815
2023-02-10,19.09998563323755
2023-02-11,32.58702391882373
2023-02-12,28.01366460280889
2023-02-13,23.585634947050785
2023-02-14,27.815378822058257
2023-02-15,25.44778657925821
2023-02-16,22.351094640812203
2023-02-17,34.359579693285546
2023-02-18,27.96309491354428
2023-02-19,18.25120739999214
2023-02-20,16.80735510326328
2023-02-21,28.67798680560535
2023-02-22,35.070288694072396
2023-02-23,24.546820568577168
2023-02-24,27.177859420469925
2023-02-25,30.856236901254977
2023-02-26,26.35025458686386
2023-02-27,26.630090194641802
2023-02-28,25.364692544139263
2023-03-01,26.715095352085886
2023-03-02,21.222621535545297
2023-03-03,29.14891172056717
2023-03-04,24.22760539892832
2023-03-05,19.47955473390979
2023-03-06,28.51781819423115
2023-03-07,31.553458316243002
2023-03-08,28.272322706892567
2023-03-09,21.716861306739474
2023-03-10,20.69531778217018
2023-03-11,23.474799122703814
2023-03-12,1.6848870850884055
2023-03-13,35.446503778651966
2023-03-14,16.76281190423908
2023-03-15,35.55915830192482
2023-03-16,33.06877052618721
2023-03-17,25.493264531158832
2023-03-18,24.8026860414887
2023-03-19,26.644249459517315
2023-03-20,27.26772032115904
2023-03-21,24.109664694887325
2023-03-22,18.32849200135624
2023-03-23,26.807511841037236
2023-03-24,20.912772606900628
2023-03-25,32.01787869054804
2023-03-26,33.44596263352794
2023-03-27,25.11662506169047
2023-03-28,24.921484757451545
2023-03-29,19.02081264916472
