Date,Temperature
2023-01-01,-2.9158944600609047
2023-01-02,-0.016163035144385503
2023-01-03,-0.4925688606246714
2023-01-04,-1.657537606977103
2023-01-05,0.2895367711354396
2023-01-06,0.8822736464725982
2023-01-07,-0.856780119588078
2023-01-08,1.2203805667505603
2023-01-09,-0.462497391049365
2023-01-10,-0.15826189264443205
2023-01-11,3.5065907142060935
2023-01-12,-0.17571351166196197
2023-01-13,-0.8506232844646014
2023-01-14,-0.2992449688105793
2023-01-15,0.26203722206728186
2023-01-16,-0.1551990036519928
2023-01-17,0.4187601783984266
2023-01-18,-0.41214744723532737
2023-01-19,0.052668979501610966
2023-01-20,-0.2659997758636454
2023-01-21,0.43586346327686276
2023-01-22,0.9000720007222036
2023-01-23,0.9884915179597219
2023-01-24,-0.6342581572533693
2023-01-25,-0.40093890916032204
2023-01-26,0.3981632229268137
2023-01-27,-0.2143614518153286
2023-01-28,0.20552243545888588
2023-01-29,0.10783660127129614
2023-01-30,-0.011948339617082426
2023-01-31,-0.5484017837752303
2023-02-01,1.6753883302843902
2023-02-02,0.3300387785331584
2023-02-03,0.571395558173695
2023-02-04,-0.3765420043113429
2023-02-05,-0.3556203941903556
2023-02-06,-0.6204374889300072
2023-02-07,0.3186255504811795
2023-02-08,0.15338521884370607
2023-02-09,-0.3639850618739062
2023-02-10,-0.8144713061511579
2023-02-11,1.066385528853847
2023-02-12,0.4286002756116101
2023-02-13,-0.18891779375861528
2023-02-14,0.4009480099242124
2023-02-15,0.07077158734117571
2023-02-16,-0.3610826177852188
2023-02-17,1.3135801740553152
2023-02-18,0.4215479974402731
2023-02-19,-0.9328390535838345
2023-02-20,-1.1341938212901324
2023-02-21,0.5212444076528646
2023-02-22,1.4126932523697837
2023-02-23,-0.05487409137745481
2023-02-24,0.3120417060689625
2023-02-25,0.8250158135019466
2023-02-26,0.19662672948105425
2023-02-27,0.23565165878146388
2023-02-28,0.05918357368004117
2023-03-01,0.24750619111123884
2023-03-02,-0.5184556679847522
2023-03-03,0.5869180067281115
2023-03-04,-0.09939076145415919
2023-03-05,-0.7615378805732788
2023-03-06,0.49890783374557623
2023-03-07,0.9222479586270604
2023-03-08,0.4646718617296051
2023-03-09,-0.4495306577565725
2023-03-10,-0.5919916695633434
2023-03-11,-0.20437458370553882
2023-03-12,-3.243122166553786
2023-03-13,1.4651589381845624
2023-03-14,-1.1404056654744255
2023-03-15,1.4808693577448317
2023-03-16,1.133568284623765
2023-03-17,0.07711378900643899
2023-03-18,-0.019191956176448095
2023-03-19,0.23762626206765927
2023-03-20,0.3245734039615573
2023-03-21,-0.11583837394131864
2023-03-22,-0.9220612039449222
2023-03-23,0.26039428271672344
2023-03-24,-0.5616661537059303
2023-03-25,0.9870144564178133
2023-03-26,1.1861702227349626
2023-03-27,0.024588919907541914
2023-03-28,-0.0026246882428102663
2023-03-29,-0.8255125032685614
2023-03-30,0.20181397271173956
2023-03-31,0.3829720452210841
2023-04-01,0.21012630833882634
2023-04-02,-0.9906835682128383
2023-04-03,0.3766332392508587
2023-04-04,0.30224662527135043
2023-04-05,0.19056247289653733
2023-04-06,-2.1427413165421583
2023-04-07,0.09579585878328085
2023-04-08,0.2520403218522444
2023-04-09,-0.014585116510652358
2023-04-10,-0.2344389592880849
2023-04-11,-3.7985596638681356
2023-04-12,-0.45195726360122107
2023-04-13,0.1928964009181091
2023-04-14,0.3160093061268943
2023-04-15,-1.5223835474120306
2023-04-16,0.39031662151521623
2023-04-17,-0.2513052461518882
2023-04-18,-0.22823770473131666
2023-04-19,1.0155954182033282
2023-04-20,-0.6875554145499416
2023-04-21,-0.44751381743823526
2023-04-22,-0.2743917215840745
2023-04-23,-1.335766478619394
2023-04-24,1.2567833369052623
2023-04-25,0.8689805274918843
2023-04-26,0.08912943644298592
2023-04-27,-1.4543584535978549
2023-04-28,-0.617064433174504
2023-04-29,0.2801943499310331
2023-04-30,0.1396137345198397
2023-05-01,-0.8122627283664137
2023-05-02,0.19924923592546265
2023-05-03,-0.06107855260280592
2023-05-04,0.3311958791037206
2023-05-05,-3.988277349799578
2023-05-06,1.2831092803254256
2023-05-07,-0.022715271043571936
2023-05-08,0.018466416745746363
2023-05-09,-0.4413787080563749
2023-05-10,-0.18482098700584862
2023-05-11,-1.5806464689917241
2023-05-12,-1.2457592431965123
2023-05-13,-1.810146984754097
2023-05-14,0.48945561852785474
2023-05-15,1.0486369173287702
2023-05-16,-0.08221637993054715
2023-05-17,0.011564792568850192
2023-05-18,-0.6597831400766017
2023-05-19,0.09600957130936662
2023-05-20,-0.14238529996454025
2023-05-21,0.5925371834842179
2023-05-22,-0.1706774516705131
2023-05-23,0.2024679737979456
2023-05-24,0.9283649045333494
2023-05-25,-0.1340668754248099
2023-05-26,-0.2563660073517573
2023-05-27,-0.6995951771474392
2023-05-28,1.037243376427322
2023-05-29,0.5377464547080228
2023-05-30,-0.1917728453436271
2023-05-31,1.311479080234816
2023-06-01,0.742082170447659
2023-06-02,-0.5770805316877945
2023-06-03,0.5846180172095066
2023-06-04,0.4074994050458013
2023-06-05,-0.46474607652008193
2023-06-06,1.0580346989076206
2023-06-07,0.8483912321305542
2023-06-08,0.06977100306657735
2023-06-09,1.2002896551797682
2023-06-10,1.2182381570260419
2023-06-11,-0.9044194291468879
2023-06-12,-1.415790044343074
2023-06-13,0.11211282680244065
2023-06-14,0.4686479301282486
2023-06-15,0.6188617556071311
2023-06-16,0.6697833565817127
2023-06-17,2.767579593622202
2023-06-18,-0.2872069877568497
2023-06-19,-1.3345909199155659
2023-06-20,-0.46047343881527425
2023-06-21,-0.3116023835262067
2023-06-22,-0.3816153424989894
2023-06-23,0.06593404324567725
2023-06-24,0.1651753499432254
2023-06-25,-0.04808124499249373
2023-06-26,-0.11651055881118931
2023-06-27,-0.39596686918050394
2023-06-28,0.1207933176480658
2023-06-29,0.4285427925258783
2023-06-30,-0.27252738393452963
2023-07-01,0.25298021269480275
2023-07-02,0.140132289139154
2023-07-03,0.7218224284376757
2023-07-04,-2.8751800344617906
2023-07-05,-0.20325487747627966
2023-07-06,1.0371283913587857
2023-07-07,-0.496557552598516
2023-07-08,0.3039621923084812
2023-07-09,0.9259286561870607
2023-07-10,1.0682207077165982
2023-07-11,-5.1044799155736795
2023-07-12,-3.9612191687693286
2023-07-13,1.1133711925629783
2023-07-14,-0.6642627591788448
2023-07-15,-1.6689390269955278
